Slug,Name,URL,Category,Rating,Reviews,Installs,Developer,Description,Has Free Version,Icon URL,Last Updated,Scraped At
printful,Printful: Print on Demand,https://www.wix.com/app-market/web-solution/printful,eCommerce,4.6,1056,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Design & sell products that stand out,true,https://static.wixstatic.com/media/ead2e7_ef9720a99b3444e8970042928c085bdf~mv2.png/v1/fill/ead2e7_ef9720a99b3444e8970042928c085bdf~mv2.png,,2025-07-06T20:56:57.795Z
wix-stores,Wix Stores,https://www.wix.com/app-market/web-solution/wix-stores,eCommerce,4.2,4418,,Wix,Professional eCommerce platform to sell online,true,https://static.wixstatic.com/media/22e53e_a53027e61c334a428ee8fd64dd776792~mv2.png/v1/fill/22e53e_a53027e61c334a428ee8fd64dd776792~mv2.png,,2025-07-06T20:56:57.868Z
impressive-slideshow,Impressive Slideshow Gallery,https://www.wix.com/app-market/web-solution/impressive-slideshow,Design & Content,4.5,1371,,Light-Technologies,Build a dynamic slider: images & videos together,true,https://static.wixstatic.com/media/0372e6_10bbdecf09d14b9291d2f82c73d83cb6~mv2.png/v1/fill/0372e6_10bbdecf09d14b9291d2f82c73d83cb6~mv2.png,,2025-07-06T20:56:57.943Z
pay-button,Pay Button,https://www.wix.com/app-market/web-solution/pay-button,eCommerce,1.5,42,,Wix,Offer fast checkout for payments and donations,true,https://static.wixstatic.com/media/d2c887_93408c6974ed48c5a3536ce421323470~mv2.png/v1/fill/d2c887_93408c6974ed48c5a3536ce421323470~mv2.png,,2025-07-06T20:56:58.011Z
automated-booking-emails-sms,Omnisend Email Marketing & SMS,https://www.wix.com/app-market/web-solution/automated-booking-emails-sms,Marketing,4.3,135,,Omnisend,"Recover lost sales, grow and engage audience",true,https://static.wixstatic.com/media/7ee47d_92f689bbd9b04e1d8d59a3f7b023caf3~mv2.png/v1/fill/7ee47d_92f689bbd9b04e1d8d59a3f7b023caf3~mv2.png,,2025-07-06T20:56:58.094Z
wix-pro-gallery,Wix Pro Gallery,https://www.wix.com/app-market/web-solution/wix-pro-gallery,Design & Content,3.2,3731,,Wix,Showcase photos in the highest quality online,true,https://static.wixstatic.com/media/1aa858_f942d1d885264dc0b291774304cde5f3~mv2.png/v1/fill/1aa858_f942d1d885264dc0b291774304cde5f3~mv2.png,,2025-07-06T20:56:58.166Z
blog,Wix Blog,https://www.wix.com/app-market/web-solution/blog,Other,4.1,2406,,Wix,Share your expertise and grow your traffic,true,https://static.wixstatic.com/media/d40220_2bf768783ac74d6bb459941561a1af0e~mv2.png/v1/fill/d40220_2bf768783ac74d6bb459941561a1af0e~mv2.png,,2025-07-06T20:56:58.237Z
wix-chat,Wix Chat,https://www.wix.com/app-market/web-solution/wix-chat,Communication,3.9,3745,,Wix,Let your site’s visitors reach out 24/7,true,https://static.wixstatic.com/media/713b90_7841ba78e810446f8765776b69ee76e3~mv2.png/v1/fill/713b90_7841ba78e810446f8765776b69ee76e3~mv2.png,,2025-07-06T20:56:58.326Z
members-area,Wix Members Area,https://www.wix.com/app-market/web-solution/members-area,Design & Content,3.4,671,,Wix,Let members manage accounts and access content,true,https://static.wixstatic.com/media/20f1df_82d75684459b41f19f817df18a786a1a~mv2.png/v1/fill/20f1df_82d75684459b41f19f817df18a786a1a~mv2.png,,2025-07-06T20:56:58.496Z
comments,Comments,https://www.wix.com/app-market/web-solution/comments,Communication,4.4,1804,,CodeMagic LTD,"Comments, Reviews and Testimonials",true,https://static.wixstatic.com/media/ffb211_aafe29b263b04adc9e54cf3779edd14a~mv2.png/v1/fill/ffb211_aafe29b263b04adc9e54cf3779edd14a~mv2.png,,2025-07-06T20:56:58.627Z
social-media-icons,Social Media Icons,https://www.wix.com/app-market/web-solution/social-media-icons,Marketing,4.5,588,,POWR,Smart links to your socials,true,https://static.wixstatic.com/media/829a0c_3230a8281f2e455997d270202b60c442~mv2.png/v1/fill/829a0c_3230a8281f2e455997d270202b60c442~mv2.png,,2025-07-06T20:56:58.718Z
fera-product-reviews,Fera Reviews,https://www.wix.com/app-market/web-solution/fera-product-reviews,eCommerce,4.9,3843,,collecting your own reviews or importing reviews,Beautiful reviews for eCommerce,true,https://static.wixstatic.com/media/f235a2_94fe4d0a19ec4540bac6aa70d2973886~mv2.png/v1/fill/f235a2_94fe4d0a19ec4540bac6aa70d2973886~mv2.png,,2025-07-06T20:56:58.829Z
social-media-stream,Social Media Stream,https://www.wix.com/app-market/web-solution/social-media-stream,Marketing,4.1,1240,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Show Instagram Facebook YouTube Pinterest Feed,true,https://static.wixstatic.com/media/570908_d5802804130a4e26b8ef6c2fa1c4c2c7~mv2_d_1200_1200_s_2.png/v1/fill/570908_d5802804130a4e26b8ef6c2fa1c4c2c7~mv2_d_1200_1200_s_2.png,,2025-07-06T20:56:58.919Z
twitter-feed,Social Media Feed,https://www.wix.com/app-market/web-solution/twitter-feed,Marketing,4.2,597,,POWR,Show Instagram Facebook YouTube and TikTok feeds,true,https://static.wixstatic.com/media/829a0c_5feb982d3473481cadce66588dee1acf~mv2.png/v1/fill/829a0c_5feb982d3473481cadce66588dee1acf~mv2.png,,2025-07-06T20:56:58.998Z
wix-faq,Wix FAQ,https://www.wix.com/app-market/web-solution/wix-faq,Other,2.7,1114,,Wix,Create collapsible FAQs for your site visitors,true,https://static.wixstatic.com/media/c7de12_11c491e911604bbbab9fad09ddc70b38~mv2.png/v1/fill/c7de12_11c491e911604bbbab9fad09ddc70b38~mv2.png,,2025-07-06T20:56:59.071Z
whatsapp-contact-us,WhatsApp Chat - Contact Us,https://www.wix.com/app-market/web-solution/whatsapp-contact-us,Communication,4.9,3364,,Smartarget,WhatsApp Chat: Your Customer Contact Solution,true,https://static.wixstatic.com/media/0d1dde_80b07a28778640d8b0f0c2c02114a21f~mv2.png/v1/fill/0d1dde_80b07a28778640d8b0f0c2c02114a21f~mv2.png,,2025-07-06T20:56:59.190Z
chaty-whatsapp-chat-buttons,WhatsApp & Chat Buttons: Chaty,https://www.wix.com/app-market/web-solution/chaty-whatsapp-chat-buttons,Communication,5,1330,,Poptin LTD,"WhatsApp Chat, Messenger, Telegram & 20+ Apps",true,https://static.wixstatic.com/media/edc457_73ee711e656843aa9e5439ff524aa153~mv2.png/v1/fill/edc457_73ee711e656843aa9e5439ff524aa153~mv2.png,,2025-07-06T20:56:59.257Z
wix-table-reservations,Wix Table Reservations,https://www.wix.com/app-market/web-solution/wix-table-reservations,Other,3.7,78,,Wix,Take reservations 24/7 directly from your site,true,https://static.wixstatic.com/media/02837e_8020cc809f1a46d2a374e58510bed888~mv2.png/v1/fill/02837e_8020cc809f1a46d2a374e58510bed888~mv2.png,,2025-07-06T20:56:59.328Z
dsers-aliexpress-dropshipping,Dropshipping AliExpress-DSers,https://www.wix.com/app-market/web-solution/dsers-aliexpress-dropshipping,eCommerce,4.9,451,,DSers,Find Supplier&Dropship bulk orders on AliExpress,true,https://static.wixstatic.com/media/af4329_2fdb527e446642619892d2f1d43c1371~mv2.png/v1/fill/af4329_2fdb527e446642619892d2f1d43c1371~mv2.png,,2025-07-06T20:56:59.403Z
shippo,Shippo - Scalable Shipping,https://www.wix.com/app-market/web-solution/shippo,eCommerce,3.9,412,,Shippo,Simplify Shipping and Save,true,https://static.wixstatic.com/media/5bcf6d_c7d33e307eef43918513e31a4517080a~mv2.png/v1/fill/5bcf6d_c7d33e307eef43918513e31a4517080a~mv2.png,in real-timeSave time: Quickly print labels,2025-07-06T20:56:59.488Z
bis-notifications,WhatsApp Marketing,https://www.wix.com/app-market/web-solution/bis-notifications,Communication,4.8,607,,iN2 LLC,$ 0.00 Tax for Message Send,true,https://static.wixstatic.com/media/b315ec_e37d0670110140dca7bf2996f175205e~mv2.jpg/v1/fill/b315ec_e37d0670110140dca7bf2996f175205e~mv2.jpg,,2025-07-06T20:56:59.565Z
shipstation,ShipStation,https://www.wix.com/app-market/web-solution/shipstation,eCommerce,3.6,100,,ShipStation30 day,Shipping Software that Delivers,true,https://static.wixstatic.com/media/f781e4_4cb5ee79082a41f4a2b44e93b6a4b4e8~mv2.png/v1/fill/f781e4_4cb5ee79082a41f4a2b44e93b6a4b4e8~mv2.png,,2025-07-06T20:56:59.694Z
wix-multilingual,Wix Multilingual,https://www.wix.com/app-market/web-solution/wix-multilingual,Other,3.3,313,,Wix,Translate your site and boost your traffic,true,https://static.wixstatic.com/media/e42c46_940f3a6cc57543bc89b30ea17792338d~mv2.png/v1/fill/e42c46_940f3a6cc57543bc89b30ea17792338d~mv2.png,,2025-07-06T20:56:59.762Z
contact-form,Contact Form by POWR,https://www.wix.com/app-market/web-solution/contact-form,Communication,4.6,729,,POWRBy POWR,Get more leads with a contact form,true,https://static.wixstatic.com/media/829a0c_19158c2b25844804a0b52aa5b0e96c36~mv2.png/v1/fill/829a0c_19158c2b25844804a0b52aa5b0e96c36~mv2.png,,2025-07-06T20:56:59.835Z
location-marketing-by-uberall,Get Found Today,https://www.wix.com/app-market/web-solution/location-marketing-by-uberall,Tools & Widgets,2.4,33,,Uberall,Jump to the top of search & boost local sales,true,https://static.wixstatic.com/media/b8da57_0eff2d664b854264a1efaa50773635fb~mv2.png/v1/fill/b8da57_0eff2d664b854264a1efaa50773635fb~mv2.png,,2025-07-06T20:56:59.904Z
live-chat,Live Chat,https://www.wix.com/app-market/web-solution/live-chat,Communication,3.9,74,,Text14 day,Live chat for online sales and customer help,true,https://static.wixstatic.com/media/1f9c5d_9bae7c65cd984409a61ae9416f61346f~mv2.png/v1/fill/1f9c5d_9bae7c65cd984409a61ae9416f61346f~mv2.png,,2025-07-06T20:57:00.208Z
reviews,Wix Reviews,https://www.wix.com/app-market/web-solution/reviews,Communication,3.2,45,,Wix,Simple & customizable reviews to boost sales,true,https://static.wixstatic.com/media/fbf433_3f65c82a42eb4491bdc935b08a415cfa~mv2.png/v1/fill/fbf433_3f65c82a42eb4491bdc935b08a415cfa~mv2.png,2001-04-03T22:00:00.000Z,2025-07-06T20:57:00.274Z
cart2cart-wix-migration,Cart2Cart: Wix Store Migration,https://www.wix.com/app-market/web-solution/cart2cart-wix-migration,eCommerce,3.9,73,,Cart2Cart,Move your store data to Wix in a few clicks,true,https://static.wixstatic.com/media/9067d0_6673f7941eb4435f807e5dadd339c399~mv2.png/v1/fill/9067d0_6673f7941eb4435f807e5dadd339c399~mv2.png,,2025-07-06T20:57:00.344Z
envia-shipping-solution,Envia Shipping Solution,https://www.wix.com/app-market/web-solution/envia-shipping-solution,eCommerce,4,226,,Envia,Shipping and logistics platform for ecommerce.,true,https://static.wixstatic.com/media/d2fc61_479fbd6ab0654ba580f88bba5444776b~mv2.png/v1/fill/d2fc61_479fbd6ab0654ba580f88bba5444776b~mv2.png,,2025-07-06T20:57:00.447Z
deepcrawl,Lumar for SEO,https://www.wix.com/app-market/web-solution/deepcrawl,Marketing,3.3,17,,Lumar,Stay on top of your website's technical SEO,true,https://static.wixstatic.com/media/dd25d1_cb4aa2fd3c2a401b9461dcaa8a8f18c5~mv2.png/v1/fill/dd25d1_cb4aa2fd3c2a401b9461dcaa8a8f18c5~mv2.png,during the next crawl. This is to ensure that you...Read MoreHelpful(0)Thank you for your feedbackKUKuusamo78/ May 25,2025-07-06T20:57:00.790Z
video-library,Wix Video,https://www.wix.com/app-market/web-solution/video-library,Design & Content,2.9,429,,Wix,Everything you need to showcase your videos,true,https://static.wixstatic.com/media/88e69c_0377e5c7b8a240dca7150786ef51d3c1~mv2.png/v1/fill/88e69c_0377e5c7b8a240dca7150786ef51d3c1~mv2.png,,2025-07-06T20:57:00.884Z
avalara-for-small-business,Avalara Extractor for Returns,https://www.wix.com/app-market/web-solution/avalara-for-small-business,Other,1.4,9,,Avalara,Extract sales data automate sales tax returns,true,https://static.wixstatic.com/media/53316d_3f69673eedb34b2cb0217a537a25908f~mv2.jpg/v1/fill/53316d_3f69673eedb34b2cb0217a537a25908f~mv2.jpg,,2025-07-06T20:57:04.297Z
wix-podcast-player,Wix Podcast Player,https://www.wix.com/app-market/web-solution/wix-podcast-player,Other,2.5,174,,Wix,Feature and stream podcasts from your site.,true,https://static.wixstatic.com/media/88e69c_b0837a51939147b184d68beb13ceeeea~mv2.png/v1/fill/88e69c_b0837a51939147b184d68beb13ceeeea~mv2.png,"browser. Not sure what else to do. """,2025-07-06T20:57:04.387Z
form-builder-by-pb,Forms,https://www.wix.com/app-market/web-solution/form-builder-by-pb,Communication,4.2,14,,PurpleBear7 day,Form builder – create powerful forms in minutes,true,https://static.wixstatic.com/media/d8c8bc_932fcbea9c8f4af4be2b4650b225dc44~mv2.png/v1/fill/d8c8bc_932fcbea9c8f4af4be2b4650b225dc44~mv2.png,,2025-07-06T20:57:04.549Z
wix-referrals-program,Wix Referral Program,https://www.wix.com/app-market/web-solution/wix-referrals-program,Other,3.5,199,,Wix,Get more customers & boost sales with referrals,true,https://static.wixstatic.com/media/f39b13_df55eb22c314420bae7b412e55505ee0~mv2.png/v1/fill/f39b13_df55eb22c314420bae7b412e55505ee0~mv2.png,,2025-07-06T20:57:04.907Z
visitor-analytics,TWIPLA Website Intelligence,https://www.wix.com/app-market/web-solution/visitor-analytics,Marketing,4.6,1600,,TWIPLA,"See conversion blockers, painpoints, site issues",true,https://static.wixstatic.com/media/d44ad1_bf164e9296a5466aafbcd548a01d7efe~mv2.jpg/v1/fill/d44ad1_bf164e9296a5466aafbcd548a01d7efe~mv2.jpg,,2025-07-06T20:57:04.979Z
google-ads-with-wix,Google Ads for Wix (Official),https://www.wix.com/app-market/web-solution/google-ads-with-wix,Marketing,4.3,8,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Drive leads & sales with ads on Google,true,https://static.wixstatic.com/media/5d31af_ca62b8f6acf947d9a12e480943b6396d~mv2.png/v1/fill/5d31af_ca62b8f6acf947d9a12e480943b6396d~mv2.png,,2025-07-06T20:57:05.049Z
klaviyo-integration-by-poco,Klaviyo Email Marketing - PoCo,https://www.wix.com/app-market/web-solution/klaviyo-integration-by-poco,Developer Tools,4.9,15,,Presto-Changeo,Boost sales and increase your conversion rates,true,https://static.wixstatic.com/media/56c7a4_fa5930287d6a4cf1abf7dc925360258f~mv2.png/v1/fill/56c7a4_fa5930287d6a4cf1abf7dc925360258f~mv2.png,,2025-07-06T20:57:05.142Z
wix-restaurants-orders-new,Wix Restaurants Orders (New),https://www.wix.com/app-market/web-solution/wix-restaurants-orders-new,Other,2.4,72,,Wix,Take commission-free orders on your site 24/7,true,https://static.wixstatic.com/media/0cd8ae_c710cc9e5e934ae286ef471d5f960017~mv2.png/v1/fill/0cd8ae_c710cc9e5e934ae286ef471d5f960017~mv2.png,with live order tracking. Online Orders (New) is built on top of Wix’s industry-leading eCommerce platform,2025-07-06T20:57:05.216Z
wix-hotels-by-hotelrunner,Wix Hotels,https://www.wix.com/app-market/web-solution/wix-hotels-by-hotelrunner,Other,2.4,241,,HotelRunner,Manage and grow your hospitality business,true,https://static.wixstatic.com/media/803a54_0dd30f8b0c064831b841b9a38348931b~mv2.png/v1/fill/803a54_0dd30f8b0c064831b841b9a38348931b~mv2.png,on all your channels instantly.,2025-07-06T20:57:05.313Z
donations,Wix Donations,https://www.wix.com/app-market/web-solution/donations,Other,2.9,53,,Wix,Collect and manage online donations,true,https://static.wixstatic.com/media/22e53e_951c4e8c52cc4b59a1ae2afe93de6db9~mv2.png/v1/fill/22e53e_951c4e8c52cc4b59a1ae2afe93de6db9~mv2.png,,2025-07-06T20:57:05.392Z
wix-forms,Wix Forms,https://www.wix.com/app-market/web-solution/wix-forms,Communication,1.9,49,,Wix,"Capture leads, collect payments and more",true,https://static.wixstatic.com/media/be2709_733180cf8a1f41d88209c934c08d359f~mv2.png/v1/fill/be2709_733180cf8a1f41d88209c934c08d359f~mv2.png,,2025-07-06T20:57:05.919Z
countdown-timer,Urgency Countdown Timer,https://www.wix.com/app-market/web-solution/countdown-timer,Tools & Widgets,4.4,849,,POWR,Drive action with a countdown timer,true,https://static.wixstatic.com/media/829a0c_774c3793f6334249985f7da52a0b7335~mv2.png/v1/fill/829a0c_774c3793f6334249985f7da52a0b7335~mv2.png,,2025-07-06T20:57:06.018Z
testimonials,Testimonials,https://www.wix.com/app-market/web-solution/testimonials,Design & Content,3.2,16,,Kewool,"Professionally designed, short, engaging texts",true,https://static.wixstatic.com/media/b52a68_74e10a8734a34c56bf7ae09129dd6178~mv2.png/v1/fill/b52a68_74e10a8734a34c56bf7ae09129dd6178~mv2.png,,2025-07-06T20:57:06.087Z
google-event-calendar,Google Event Calendar,https://www.wix.com/app-market/web-solution/google-event-calendar,Marketing,2.6,822,,Wix,Share your Google Calendar on your site,true,https://static.wixstatic.com/media/d2252d_39e0778ae7094dc5ae4542eccfd0c7ea~mv2.png/v1/fill/d2252d_39e0778ae7094dc5ae4542eccfd0c7ea~mv2.png,,2025-07-06T20:57:06.189Z
right-click-protect,Right Click Protect,https://www.wix.com/app-market/web-solution/right-click-protect,Marketing,3.3,419,,Wix,Protect your site from right-click downloads,true,https://static.wixstatic.com/media/1aa858_ae609dbda96a4d79b7734053e4750984~mv2.png/v1/fill/1aa858_ae609dbda96a4d79b7734053e4750984~mv2.png,,2025-07-06T20:57:06.780Z
impressive-site-menu,Impressive Site Menu,https://www.wix.com/app-market/web-solution/impressive-site-menu,Other,4.1,1028,,Light-Technologies,"Customizable, flexible three-level site menu",true,https://static.wixstatic.com/media/0372e6_e9c5fe3f1ec649fe8c70a85c3df83cc4~mv2.png/v1/fill/0372e6_e9c5fe3f1ec649fe8c70a85c3df83cc4~mv2.png,,2025-07-06T20:57:07.004Z
wix-forms-and-payments,Old Wix Forms and Payments,https://www.wix.com/app-market/web-solution/wix-forms-and-payments,eCommerce,2.6,621,,Wix,"Get info, subscribers and payments with Forms",true,https://static.wixstatic.com/media/be2709_d9325e34eaa1497f95b71a062b658aff~mv2.jpg/v1/fill/be2709_d9325e34eaa1497f95b71a062b658aff~mv2.jpg,,2025-07-06T20:57:07.203Z
table-master,Table Master,https://www.wix.com/app-market/web-solution/table-master,Marketing,2.6,761,,Wix,Add customized tables and Google spreadsheets,true,https://static.wixstatic.com/media/454bab_96e3d6884eda432ca97a05c950d0ac9d~mv2.png/v1/fill/454bab_96e3d6884eda432ca97a05c950d0ac9d~mv2.png,automatically with every change you make to your table.Easily update your site with table content and customize it to match the look and feel of your brand. Use a table to organize content,2025-07-06T20:57:07.322Z
smart-popups-forms,Poptin: Smart Pop Ups & Forms,https://www.wix.com/app-market/web-solution/smart-popups-forms,Communication,4.8,1162,,Poptin LTD,"Email Popups, Exit Intent, Spin The Wheel",true,https://static.wixstatic.com/media/311930_727032f25c2a4a8fbe0c95334f37024c~mv2.png/v1/fill/311930_727032f25c2a4a8fbe0c95334f37024c~mv2.png,,2025-07-06T20:57:07.378Z
calendar,Calendar,https://www.wix.com/app-market/web-solution/calendar,Business Services,4.5,533,,BoomTech,"Events, Bookings, ticket sales",true,https://static.wixstatic.com/media/d94937_6dcd68324a9e4b90b18f3bf3238bce6c~mv2.png/v1/fill/d94937_6dcd68324a9e4b90b18f3bf3238bce6c~mv2.png,,2025-07-06T20:57:07.441Z
pdf-viewer,PDF File Viewer,https://www.wix.com/app-market/web-solution/pdf-viewer,Other,2.4,305,,Wix,Easily upload and display PDF files on your site,true,https://static.wixstatic.com/media/d2252d_ea9aad94ecc44d3ca94f6d9fb8b040c1~mv2.png/v1/fill/d2252d_ea9aad94ecc44d3ca94f6d9fb8b040c1~mv2.png,,2025-07-06T20:57:07.594Z
pricing-plans,Wix Pricing Plans,https://www.wix.com/app-market/web-solution/pricing-plans,Other,3.3,474,,Wix,"Sell packages, memberships and subscriptions",true,https://static.wixstatic.com/media/18d23d_589925a0d27343a5958cad77ed1669d8~mv2.png/v1/fill/18d23d_589925a0d27343a5958cad77ed1669d8~mv2.png,,2025-07-06T20:57:07.756Z
